threshold,permuted_overlap,observed_overlap
z_gt_1,139,112
z_gt_1,149,112
z_gt_1,152,112
z_gt_1,146,112
z_gt_1,156,112
z_gt_1,149,112
z_gt_1,139,112
z_gt_1,146,112
z_gt_1,140,112
z_gt_1,153,112
z_gt_1,148,112
z_gt_1,166,112
z_gt_1,137,112
z_gt_1,151,112
z_gt_1,148,112
z_gt_1,148,112
z_gt_1,160,112
z_gt_1,143,112
z_gt_1,158,112
z_gt_1,150,112
z_gt_1,154,112
z_gt_1,146,112
z_gt_1,141,112
z_gt_1,151,112
z_gt_1,159,112
z_gt_1,150,112
z_gt_1,161,112
z_gt_1,156,112
z_gt_1,145,112
z_gt_1,155,112
z_gt_1,157,112
z_gt_1,142,112
z_gt_1,155,112
z_gt_1,137,112
z_gt_1,141,112
z_gt_1,154,112
z_gt_1,144,112
z_gt_1,150,112
z_gt_1,126,112
z_gt_1,140,112
z_gt_1,141,112
z_gt_1,154,112
z_gt_1,132,112
z_gt_1,149,112
z_gt_1,165,112
z_gt_1,149,112
z_gt_1,139,112
z_gt_1,149,112
z_gt_1,150,112
z_gt_1,136,112
z_gt_1,157,112
z_gt_1,146,112
z_gt_1,156,112
z_gt_1,141,112
z_gt_1,148,112
z_gt_1,136,112
z_gt_1,140,112
z_gt_1,130,112
z_gt_1,143,112
z_gt_1,149,112
z_gt_1,158,112
z_gt_1,147,112
z_gt_1,142,112
z_gt_1,138,112
z_gt_1,145,112
z_gt_1,146,112
z_gt_1,171,112
z_gt_1,139,112
z_gt_1,154,112
z_gt_1,157,112
z_gt_1,146,112
z_gt_1,136,112
z_gt_1,132,112
z_gt_1,142,112
z_gt_1,153,112
z_gt_1,156,112
z_gt_1,143,112
z_gt_1,138,112
z_gt_1,139,112
z_gt_1,150,112
z_gt_1,148,112
z_gt_1,156,112
z_gt_1,150,112
z_gt_1,143,112
z_gt_1,153,112
z_gt_1,135,112
z_gt_1,126,112
z_gt_1,160,112
z_gt_1,146,112
z_gt_1,142,112
z_gt_1,151,112
z_gt_1,146,112
z_gt_1,163,112
z_gt_1,149,112
z_gt_1,149,112
z_gt_1,152,112
z_gt_1,140,112
z_gt_1,155,112
z_gt_1,152,112
z_gt_1,139,112
z_gt_1,136,112
z_gt_1,154,112
z_gt_1,148,112
z_gt_1,140,112
z_gt_1,143,112
z_gt_1,153,112
z_gt_1,159,112
z_gt_1,140,112
z_gt_1,134,112
z_gt_1,160,112
z_gt_1,147,112
z_gt_1,147,112
z_gt_1,153,112
z_gt_1,157,112
z_gt_1,115,112
z_gt_1,146,112
z_gt_1,160,112
z_gt_1,137,112
z_gt_1,130,112
z_gt_1,145,112
z_gt_1,148,112
z_gt_1,146,112
z_gt_1,170,112
z_gt_1,140,112
z_gt_1,162,112
z_gt_1,148,112
z_gt_1,144,112
z_gt_1,168,112
z_gt_1,152,112
z_gt_1,153,112
z_gt_1,152,112
z_gt_1,155,112
z_gt_1,154,112
z_gt_1,154,112
z_gt_1,152,112
z_gt_1,137,112
z_gt_1,147,112
z_gt_1,164,112
z_gt_1,146,112
z_gt_1,152,112
z_gt_1,152,112
z_gt_1,169,112
z_gt_1,158,112
z_gt_1,142,112
z_gt_1,148,112
z_gt_1,159,112
z_gt_1,153,112
z_gt_1,140,112
z_gt_1,151,112
z_gt_1,150,112
z_gt_1,141,112
z_gt_1,150,112
z_gt_1,148,112
z_gt_1,145,112
z_gt_1,152,112
z_gt_1,144,112
z_gt_1,154,112
z_gt_1,154,112
z_gt_1,138,112
z_gt_1,134,112
z_gt_1,148,112
z_gt_1,133,112
z_gt_1,151,112
z_gt_1,139,112
z_gt_1,140,112
z_gt_1,143,112
z_gt_1,131,112
z_gt_1,155,112
z_gt_1,164,112
z_gt_1,150,112
z_gt_1,148,112
z_gt_1,142,112
z_gt_1,140,112
z_gt_1,159,112
z_gt_1,146,112
z_gt_1,151,112
z_gt_1,146,112
z_gt_1,165,112
z_gt_1,150,112
z_gt_1,175,112
z_gt_1,139,112
z_gt_1,151,112
z_gt_1,124,112
z_gt_1,134,112
z_gt_1,131,112
z_gt_1,149,112
z_gt_1,180,112
z_gt_1,151,112
z_gt_1,144,112
z_gt_1,163,112
z_gt_1,143,112
z_gt_1,134,112
z_gt_1,148,112
z_gt_1,135,112
z_gt_1,146,112
z_gt_1,159,112
z_gt_1,142,112
z_gt_1,141,112
z_gt_1,145,112
z_gt_1,150,112
z_gt_1,150,112
z_gt_1,158,112
z_gt_1,134,112
z_gt_1,142,112
z_gt_1,132,112
z_gt_1,156,112
z_gt_1,144,112
z_gt_1,136,112
z_gt_1,162,112
z_gt_1,146,112
z_gt_1,151,112
z_gt_1,138,112
z_gt_1,139,112
z_gt_1,137,112
z_gt_1,148,112
z_gt_1,137,112
z_gt_1,130,112
z_gt_1,151,112
z_gt_1,132,112
z_gt_1,159,112
z_gt_1,150,112
z_gt_1,146,112
z_gt_1,158,112
z_gt_1,126,112
z_gt_1,162,112
z_gt_1,149,112
z_gt_1,161,112
z_gt_1,159,112
z_gt_1,139,112
z_gt_1,158,112
z_gt_1,157,112
z_gt_1,150,112
z_gt_1,150,112
z_gt_1,140,112
z_gt_1,149,112
z_gt_1,128,112
z_gt_1,157,112
z_gt_1,168,112
z_gt_1,152,112
z_gt_1,135,112
z_gt_1,133,112
z_gt_1,164,112
z_gt_1,160,112
z_gt_1,156,112
z_gt_1,143,112
z_gt_1,161,112
z_gt_1,151,112
z_gt_1,148,112
z_gt_1,156,112
z_gt_1,144,112
z_gt_1,140,112
z_gt_1,155,112
z_gt_1,130,112
z_gt_1,143,112
z_gt_1,146,112
z_gt_1,140,112
z_gt_1,148,112
z_gt_1,167,112
z_gt_1,156,112
z_gt_1,147,112
z_gt_1,145,112
z_gt_1,145,112
z_gt_1,147,112
z_gt_1,141,112
z_gt_1,150,112
z_gt_1,141,112
z_gt_1,139,112
z_gt_1,139,112
z_gt_1,129,112
z_gt_1,149,112
z_gt_1,147,112
z_gt_1,147,112
z_gt_1,149,112
z_gt_1,152,112
z_gt_1,149,112
z_gt_1,161,112
z_gt_1,157,112
z_gt_1,123,112
z_gt_1,141,112
z_gt_1,145,112
z_gt_1,143,112
z_gt_1,125,112
z_gt_1,153,112
z_gt_1,139,112
z_gt_1,150,112
z_gt_1,134,112
z_gt_1,153,112
z_gt_1,158,112
z_gt_1,146,112
z_gt_1,146,112
z_gt_1,155,112
z_gt_1,162,112
z_gt_1,135,112
z_gt_1,139,112
z_gt_1,134,112
z_gt_1,161,112
z_gt_1,163,112
z_gt_1,153,112
z_gt_1,149,112
z_gt_1,168,112
z_gt_1,160,112
z_gt_1,145,112
z_gt_1,147,112
z_gt_1,151,112
z_gt_1,136,112
z_gt_1,155,112
z_gt_1,143,112
z_gt_1,166,112
z_gt_1,155,112
z_gt_1,154,112
z_gt_1,156,112
z_gt_1,159,112
z_gt_1,146,112
z_gt_1,151,112
z_gt_1,144,112
z_gt_1,143,112
z_gt_1,149,112
z_gt_1,152,112
z_gt_1,165,112
z_gt_1,153,112
z_gt_1,149,112
z_gt_1,141,112
z_gt_1,157,112
z_gt_1,147,112
z_gt_1,150,112
z_gt_1,137,112
z_gt_1,161,112
z_gt_1,138,112
z_gt_1,157,112
z_gt_1,150,112
z_gt_1,139,112
z_gt_1,154,112
z_gt_1,141,112
z_gt_1,130,112
z_gt_1,144,112
z_gt_1,148,112
z_gt_1,139,112
z_gt_1,150,112
z_gt_1,134,112
z_gt_1,122,112
z_gt_1,150,112
z_gt_1,154,112
z_gt_1,158,112
z_gt_1,134,112
z_gt_1,140,112
z_gt_1,137,112
z_gt_1,148,112
z_gt_1,144,112
z_gt_1,160,112
z_gt_1,146,112
z_gt_1,159,112
z_gt_1,146,112
z_gt_1,144,112
z_gt_1,146,112
z_gt_1,135,112
z_gt_1,146,112
z_gt_1,142,112
z_gt_1,157,112
z_gt_1,141,112
z_gt_1,162,112
z_gt_1,143,112
z_gt_1,131,112
z_gt_1,143,112
z_gt_1,143,112
z_gt_1,157,112
z_gt_1,154,112
z_gt_1,149,112
z_gt_1,164,112
z_gt_1,133,112
z_gt_1,154,112
z_gt_1,149,112
z_gt_1,145,112
z_gt_1,151,112
z_gt_1,144,112
z_gt_1,151,112
z_gt_1,142,112
z_gt_1,136,112
z_gt_1,150,112
z_gt_1,148,112
z_gt_1,154,112
z_gt_1,154,112
z_gt_1,147,112
z_gt_1,131,112
z_gt_1,164,112
z_gt_1,159,112
z_gt_1,158,112
z_gt_1,141,112
z_gt_1,151,112
z_gt_1,176,112
z_gt_1,150,112
z_gt_1,143,112
z_gt_1,149,112
z_gt_1,147,112
z_gt_1,142,112
z_gt_1,147,112
z_gt_1,142,112
z_gt_1,154,112
z_gt_1,140,112
z_gt_1,150,112
z_gt_1,137,112
z_gt_1,138,112
z_gt_1,150,112
z_gt_1,161,112
z_gt_1,142,112
z_gt_1,145,112
z_gt_1,148,112
z_gt_1,143,112
z_gt_1,142,112
z_gt_1,161,112
z_gt_1,139,112
z_gt_1,143,112
z_gt_1,154,112
z_gt_1,142,112
z_gt_1,149,112
z_gt_1,144,112
z_gt_1,168,112
z_gt_1,143,112
z_gt_1,168,112
z_gt_1,153,112
z_gt_1,145,112
z_gt_1,154,112
z_gt_1,148,112
z_gt_1,169,112
z_gt_1,173,112
z_gt_1,146,112
z_gt_1,145,112
z_gt_1,139,112
z_gt_1,148,112
z_gt_1,136,112
z_gt_1,148,112
z_gt_1,150,112
z_gt_1,138,112
z_gt_1,158,112
z_gt_1,152,112
z_gt_1,160,112
z_gt_1,157,112
z_gt_1,137,112
z_gt_1,141,112
z_gt_1,144,112
z_gt_1,158,112
z_gt_1,150,112
z_gt_1,150,112
z_gt_1,147,112
z_gt_1,133,112
z_gt_1,141,112
z_gt_1,155,112
z_gt_1,153,112
z_gt_1,146,112
z_gt_1,159,112
z_gt_1,149,112
z_gt_1,153,112
z_gt_1,131,112
z_gt_1,145,112
z_gt_1,144,112
z_gt_1,166,112
z_gt_1,146,112
z_gt_1,129,112
z_gt_1,143,112
z_gt_1,162,112
z_gt_1,162,112
z_gt_1,155,112
z_gt_1,160,112
z_gt_1,146,112
z_gt_1,134,112
z_gt_1,163,112
z_gt_1,160,112
z_gt_1,156,112
z_gt_1,146,112
z_gt_1,151,112
z_gt_1,154,112
z_gt_1,128,112
z_gt_1,142,112
z_gt_1,152,112
z_gt_1,153,112
z_gt_1,146,112
z_gt_1,141,112
z_gt_1,158,112
z_gt_1,142,112
z_gt_1,147,112
z_gt_1,148,112
z_gt_1,149,112
z_gt_1,152,112
z_gt_1,123,112
z_gt_1,158,112
z_gt_1,148,112
z_gt_1,138,112
z_gt_1,151,112
z_gt_1,160,112
z_gt_1,143,112
z_gt_1,125,112
z_gt_1,155,112
z_gt_1,150,112
z_gt_1,142,112
z_gt_1,147,112
z_gt_1,139,112
z_gt_1,139,112
z_gt_1,153,112
z_gt_1,146,112
z_gt_1,145,112
z_gt_1,144,112
z_gt_1,140,112
z_gt_1,154,112
z_gt_1,143,112
z_gt_1,135,112
z_gt_1,150,112
z_gt_1,161,112
z_gt_1,158,112
z_gt_1,142,112
z_gt_1,152,112
z_gt_1,143,112
z_gt_1,155,112
z_gt_1,159,112
z_gt_1,148,112
z_gt_1,133,112
z_gt_1,166,112
z_gt_1,140,112
z_gt_1,133,112
z_gt_1,145,112
z_gt_1,143,112
z_gt_1,135,112
z_gt_1,134,112
z_gt_1,137,112
z_gt_1,149,112
z_gt_1,157,112
z_gt_1,150,112
z_gt_1,165,112
z_gt_1,127,112
z_gt_1,163,112
z_gt_1,136,112
z_gt_1,137,112
z_gt_1,153,112
z_gt_1,149,112
z_gt_1,145,112
z_gt_1,153,112
z_gt_1,149,112
z_gt_1,135,112
z_gt_1,150,112
z_gt_1,140,112
z_gt_1,149,112
z_gt_1,150,112
z_gt_1,158,112
z_gt_1,142,112
z_gt_1,152,112
z_gt_1,142,112
z_gt_1,166,112
z_gt_1,141,112
z_gt_1,155,112
z_gt_1,149,112
z_gt_1,158,112
z_gt_1,155,112
z_gt_1,142,112
z_gt_1,152,112
z_gt_1,144,112
z_gt_1,150,112
z_gt_1,137,112
z_gt_1,150,112
z_gt_1,150,112
z_gt_1,156,112
z_gt_1,151,112
z_gt_1,155,112
z_gt_1,150,112
z_gt_1,139,112
z_gt_1,148,112
z_gt_1,136,112
z_gt_1,139,112
z_gt_1,144,112
z_gt_1,140,112
z_gt_1,145,112
z_gt_1,131,112
z_gt_1,139,112
z_gt_1,139,112
z_gt_1,159,112
z_gt_1,147,112
z_gt_1,144,112
z_gt_1,152,112
z_gt_1,150,112
z_gt_1,161,112
z_gt_1,155,112
z_gt_1,137,112
z_gt_1,143,112
z_gt_1,161,112
z_gt_1,157,112
z_gt_1,139,112
z_gt_1,149,112
z_gt_1,131,112
z_gt_1,163,112
z_gt_1,154,112
z_gt_1,148,112
z_gt_1,156,112
z_gt_1,147,112
z_gt_1,162,112
z_gt_1,136,112
z_gt_1,159,112
z_gt_1,150,112
z_gt_1,156,112
z_gt_1,146,112
z_gt_1,147,112
z_gt_1,153,112
z_gt_1,135,112
z_gt_1,159,112
z_gt_1,153,112
z_gt_1,151,112
z_gt_1,153,112
z_gt_1,153,112
z_gt_1,153,112
z_gt_1,145,112
z_gt_1,159,112
z_gt_1,150,112
z_gt_1,166,112
z_gt_1,144,112
z_gt_1,147,112
z_gt_1,161,112
z_gt_1,158,112
z_gt_1,142,112
z_gt_1,142,112
z_gt_1,161,112
z_gt_1,161,112
z_gt_1,150,112
z_gt_1,155,112
z_gt_1,145,112
z_gt_1,139,112
z_gt_1,141,112
z_gt_1,147,112
z_gt_1,144,112
z_gt_1,149,112
z_gt_1,150,112
z_gt_1,143,112
z_gt_1,149,112
z_gt_1,156,112
z_gt_1,132,112
z_gt_1,146,112
z_gt_1,157,112
z_gt_1,145,112
z_gt_1,167,112
z_gt_1,136,112
z_gt_1,146,112
z_gt_1,132,112
z_gt_1,162,112
z_gt_1,156,112
z_gt_1,137,112
